FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr,FundingInstrumentGa,ResearchInstitutionType
Projects,731205,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,577855,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,306050,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,594400,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,658535,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,673178,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,495974,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,578388,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,865440,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,303803,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,723282,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,382024,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,1199711,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,681690,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,573300,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,276939,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,442324,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,626782,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,669360,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1401633,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,259265,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1002096,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,330000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,666470,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,412564,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,475576,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,850000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1092669,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,602885,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,520236,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,584931,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,750000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,448054,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,790516,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1377133,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,412798,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,730762,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,267918,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,235141,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,508312,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,531476,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,872156,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,951018,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,539964,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,886424,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,323964,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,822824,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,571319,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,400294,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,593928,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,691645,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,487540,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,597247,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,511797,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,810726,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,684000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,605869,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,819100,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,999324,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,255525,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,605919,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,774598,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,784636,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1026972,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,840826,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,629380,Project funding,Projektförderung,Encouragement de projets,Project funding,University of Teacher Education
Projects,494018,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,675000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,540000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,1193301,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,750000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,800000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,287660,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,440758,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,825064,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,316998,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,666832,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,740164,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,555208,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,107467,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,786119,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,318321,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,418090,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,791448,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1232536,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,829964,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,650849,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,643208,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,425005,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,882685,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,816328,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,470100,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,282750,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,531758,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,341610,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,775443,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,242463,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,966499,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,800000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1000942,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,800000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,282580,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,702152,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,514569,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,789035,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,733217,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,840000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,474018,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,970266,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1050000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,736526,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,295025,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,211889,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,340200,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1000000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,511098,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,848890,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,418279,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,823985,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,257481,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,728120,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,526368,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,1065000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,356985,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,484336,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,950344,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,453928,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,794421,Project funding,Projektförderung,Encouragement de projets,Project funding,University of Teacher Education
Projects,860000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,865964,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,877806,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,946859,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,581268,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,888000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,748178,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,844792,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,750000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,891982,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,836865,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,807750,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,637068,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,761489,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,784258,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,234964,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,531490,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,930000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,696265,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,535036,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,548828,Project funding,Projektförderung,Encouragement de projets,Project funding,University of Teacher Education
Projects,558780,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,998818,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,750000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,595883,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,450144,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,559274,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,205851,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,839877,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,900842,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,725989,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,794742,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,880000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,300000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,885115,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,892688,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,261214,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,892679,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,800892,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,561302,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,750000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,993680,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,789174,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,840000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,421437,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,682526,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,920400,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,536529,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,499779,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,650652,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,235400,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,300599,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,698530,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,1002018,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,112611,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,285684,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,572516,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1000000,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,656776,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,840000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,952450,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1098307,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,204135,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,297279,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,630000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,290964,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,635794,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,721799,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,291313,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,1200000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,379880,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,392569,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,979811,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,523740,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,138507,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,290006,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,319364,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,226240,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,658840,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1136418,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,505928,Project funding,Projektförderung,Encouragement de projets,Project funding,University of Teacher Education
Projects,1243907,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,547868,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,510024,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,462283,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,867931,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,779595,Project funding,Projektförderung,Encouragement de projets,Project funding,University of Teacher Education
Projects,840000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,870754,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,785423,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,256377,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,523582,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,316635,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,992248,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,900000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,732374,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1138677,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,803879,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,688609,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,795899,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,592056,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,169012,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,633412,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1010436,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,544725,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,234964,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,567878,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,750392,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,523218,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,356209,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,257033,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1296084,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,417719,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,545700,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,362149,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,754364,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,437280,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,882601,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,560000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,955078,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,552682,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,591935,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,203174,Project funding,Projektförderung,Encouragement de projets,Project funding,University of Teacher Education
Projects,885983,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,801602,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,867737,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1304765,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,973493,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,551893,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,922328,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,819708,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,850000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,264764,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,285224,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,861406,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,700000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1090146,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,238148,Project funding,Projektförderung,Encouragement de projets,Project funding,Other
Projects,811209,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,914713,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,898000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,582426,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,626732,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,187238,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1231856,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,800000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,338243,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,508571,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,544063,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,723876,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,916950,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,377895,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,568063,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,248964,Project funding,Projektförderung,Encouragement de projets,Project funding,University of applied sciences
Projects,360995,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,766998,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,586063,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,600928,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,312050,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,444281,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,1073965,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,603454,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,586216,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,251161,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,266412,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,731829,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,266461,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,431289,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1031952,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,1152180,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,815728,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,349185,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,462393,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,1111348,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,900000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,327924,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,960000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,589744,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,900000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,750000,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
Projects,943662,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,903055,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,840000,Project funding,Projektförderung,Encouragement de projets,Project funding,ETH Domain
Projects,806051,Project funding,Projektförderung,Encouragement de projets,Project funding,Cantonal university
